date,player,p_hr,appeared,hr,model_ver
2026-08-19,"Nimmo, Brandon",0.1349,1,0,v1.1-s078
2026-08-19,"Ramos, Heliot",0.1332,1,0,v1.1-s078
2026-08-19,"Freeman, Freddie",0.1332,1,0,v1.1-s078
2026-08-19,"Stephenson, Tyler",0.1322,1,0,v1.1-s078
2026-08-19,"Veen, Zac",0.1317,1,0,v1.1-s078
2026-08-19,"Caglianone, Jac",0.1304,1,0,v1.1-s078
2026-08-19,"Yastrzemski, Mike",0.1304,1,0,v1.1-s078
2026-08-19,"Valdez, Esmerlyn",0.1291,1,0,v1.1-s078
2026-08-19,"Campusano, Luis",0.1291,1,0,v1.1-s078
2026-08-19,"Neto, Zach",0.1285,1,0,v1.1-s078
2026-08-19,"Baty, Brett",0.1284,1,0,v1.1-s078
2026-08-19,"Jones, Spencer",0.1282,1,0,v1.1-s078
2026-08-19,"Pederson, Joc",0.1277,1,0,v1.1-s078
2026-08-19,"Ewing, A.J.",0.1275,1,0,v1.1-s078
2026-08-19,"Lowe, Nathaniel",0.1259,1,0,v1.1-s078
2026-08-19,"Reynolds, Bryan",0.1255,1,0,v1.1-s078
2026-08-19,"Lewis, Royce",0.1255,1,0,v1.1-s078
2026-08-19,"Marsh, Brandon",0.1253,1,0,v1.1-s078
2026-08-19,"Genao, Angel",0.1253,1,0,v1.1-s078
2026-08-19,"Moreno, Gabriel",0.1252,1,0,v1.1-s078
2026-08-19,"Horwitz, Spencer",0.1249,1,0,v1.1-s078
2026-08-19,"Bleday, JJ",0.1239,1,0,v1.1-s078
2026-08-19,"Yelich, Christian",0.1232,1,0,v1.1-s078
2026-08-19,"Devers, Rafael",0.1232,1,0,v1.1-s078
2026-08-19,"Smith, Dominic",0.1231,1,0,v1.1-s078
2026-08-19,"Lopez, Otto",0.1223,1,0,v1.1-s078
2026-08-19,"Torkelson, Spencer",0.1221,1,0,v1.1-s078
2026-08-19,"Eldridge, Bryce",0.1217,1,0,v1.1-s078
2026-08-19,"Smith, Cam",0.1206,1,0,v1.1-s078
2026-08-19,"Duran, Jarren",0.1193,1,1,v1.1-s078
2026-08-19,"Arenado, Nolan",0.1189,1,0,v1.1-s078
2026-08-19,"Keith, Colt",0.1189,1,0,v1.1-s078
2026-08-19,"Kelenic, Jarred",0.1187,1,0,v1.1-s078
2026-08-19,"Turang, Brice",0.1183,1,0,v1.1-s078
2026-08-19,"McGonigle, Kevin",0.1166,1,0,v1.1-s078
2026-08-19,"Benge, Carson",0.1161,1,1,v1.1-s078
2026-08-19,"Lowe, Josh",0.1155,1,0,v1.1-s078
2026-08-19,"Martínez, Angel",0.1145,1,0,v1.1-s078
2026-08-19,"Crow-Armstrong, Pete",0.1145,1,0,v1.1-s078
2026-08-19,"McLain, Matt",0.1143,1,0,v1.1-s078
2026-08-19,"Arozarena, Randy",0.1142,1,0,v1.1-s078
2026-08-19,"Jordan, Blaze",0.114,1,0,v1.1-s078
2026-08-19,"Gasper, Mickey",0.1135,1,1,v1.1-s078
2026-08-19,"Tawa, Tim",0.1126,1,0,v1.1-s078
2026-08-19,"Riley, Austin",0.1123,1,0,v1.1-s078
2026-08-19,"White, Tommy",0.1121,1,0,v1.1-s078
2026-08-19,"Rodríguez, Julio",0.1121,1,0,v1.1-s078
2026-08-19,"Garcia, Maikel",0.112,1,0,v1.1-s078
2026-08-19,"Ballesteros, Moisés",0.1119,1,0,v1.1-s078
2026-08-19,"Bericoto, Victor",0.1116,1,0,v1.1-s078
2026-08-19,"Amador, Adael",0.1114,1,0,v1.1-s078
2026-08-19,"Halpin, Petey",0.1113,1,0,v1.1-s078
2026-08-19,"Raleigh, Cal",0.1113,1,0,v1.1-s078
2026-08-19,"Stott, Bryson",0.111,1,0,v1.1-s078
2026-08-19,"Callahan, Brett",0.1108,1,0,v1.1-s078
2026-08-19,"Rafaela, Ceddanne",0.1108,1,0,v1.1-s078
2026-08-19,"Vargas, Ildemaro",0.1105,1,0,v1.1-s078
2026-08-19,"Trammell, Taylor",0.1104,1,0,v1.1-s078
2026-08-19,"Larnach, Trevor",0.1103,1,0,v1.1-s078
2026-08-19,"Tucker, Kyle",0.1086,1,0,v1.1-s078
2026-08-19,"Beavers, Dylan",0.1086,1,1,v1.1-s078
2026-08-19,"Gelof, Zack",0.1082,1,0,v1.1-s078
2026-08-19,"Myers, Dane",0.1072,1,0,v1.1-s078
2026-08-19,"Wells, Austin",0.1067,1,0,v1.1-s078
2026-08-19,"Ruiz, Esteury",0.1067,1,0,v1.1-s078
2026-08-19,"Toglia, Michael",0.1063,1,0,v1.1-s078
2026-08-19,"Tena, José",0.1059,1,1,v1.1-s078
2026-08-19,"Grissom, Vaughn",0.1051,1,0,v1.1-s078
2026-08-19,"Langford, Wyatt",0.1041,1,0,v1.1-s078
2026-08-19,"Adames, Willy",0.1031,1,0,v1.1-s078
2026-08-19,"Rumfield, TJ",0.1026,1,0,v1.1-s078
2026-08-19,"Suzuki, Seiya",0.1024,1,0,v1.1-s078
2026-08-19,"Tovar, Ezequiel",0.1023,1,0,v1.1-s078
2026-08-19,"Church, Nathan",0.1021,1,0,v1.1-s078
2026-08-19,"Benintendi, Andrew",0.1017,1,0,v1.1-s078
2026-08-19,"Busch, Michael",0.1014,1,0,v1.1-s078
2026-08-19,"Chaparro, Andrés",0.1014,1,1,v1.1-s078
2026-08-19,"Montgomery, Colson",0.1013,1,0,v1.1-s078
2026-08-19,"Albies, Ozzie",0.101,1,0,v1.1-s078
2026-08-19,"Cox, Jonah",0.1007,1,0,v1.1-s078
2026-08-19,"Rortvedt, Ben",0.1,1,0,v1.1-s078
2026-08-19,"Semien, Marcus",0.0988,1,0,v1.1-s078
2026-08-19,"Torres, Bryan",0.0985,1,0,v1.1-s078
2026-08-19,"Walker, Christian",0.0984,1,0,v1.1-s078
2026-08-19,"Sullivan, Brett",0.0977,1,0,v1.1-s078
2026-08-19,"Bichette, Bo",0.0973,1,0,v1.1-s078
2026-08-19,"Duran, Ezequiel",0.0971,1,0,v1.1-s078
2026-08-19,"Muncy, Max",0.097,1,1,v1.1-s078
2026-08-19,"Norby, Connor",0.0965,1,0,v1.1-s078
2026-08-19,"Taveras, Leody",0.0963,1,0,v1.1-s078
2026-08-19,"Bogaerts, Xander",0.0963,1,0,v1.1-s078
2026-08-19,"Crooks, Jimmy",0.0962,1,0,v1.1-s078
2026-08-19,"Butler, Lawrence",0.0954,1,0,v1.1-s078
2026-08-19,"Herrera, Iván",0.095,1,0,v1.1-s078
2026-08-19,"Lara, Luis",0.0941,1,0,v1.1-s078
2026-08-19,"Davis, Henry",0.0939,1,0,v1.1-s078
2026-08-19,"Wetherholt, JJ",0.0935,1,0,v1.1-s078
2026-08-19,"Turner, Trea",0.0934,1,0,v1.1-s078
2026-08-19,"McCarthy, Jake",0.093,1,0,v1.1-s078
2026-08-19,"Marsee, Jakob",0.0925,1,0,v1.1-s078
2026-08-19,"Cronenworth, Jake",0.0925,1,0,v1.1-s078
2026-08-19,"Lombard Jr., George",0.0923,1,0,v1.1-s078
2026-08-19,"Lawlar, Jordan",0.0912,1,0,v1.1-s078
2026-08-19,"Cortes, Carlos",0.0903,1,0,v1.1-s078
2026-08-19,"Waldschmidt, Ryan",0.0902,1,0,v1.1-s078
2026-08-19,"Rengifo, Luis",0.0901,1,0,v1.1-s078
2026-08-19,"Monasterio, Andruw",0.09,1,0,v1.1-s078
2026-08-19,"Vaughn, Andrew",0.0896,1,0,v1.1-s078
2026-08-19,"Pratt, Cooper",0.0893,1,0,v1.1-s078
2026-08-19,"Lee, Hao-Yu",0.0884,1,0,v1.1-s078
2026-08-19,"Jensen, Carter",0.0879,1,0,v1.1-s078
2026-08-19,"Song, Sung-Mun",0.0876,1,0,v1.1-s078
2026-08-19,"Rodden, Brock",0.0875,1,0,v1.1-s078
2026-08-19,"Trevino, Jose",0.0874,1,0,v1.1-s078
2026-08-19,"Antonacci, Sam",0.0873,1,0,v1.1-s078
2026-08-19,"Sogard, Nick",0.0869,1,1,v1.1-s078
2026-08-19,"Taylor, Tyrone",0.0864,1,0,v1.1-s078
2026-08-19,"Peña, Jeremy",0.0862,1,0,v1.1-s078
2026-08-19,"Fernandez, Jose",0.0862,1,0,v1.1-s078
2026-08-19,"Basabe, Osleivis",0.0853,1,0,v1.1-s078
2026-08-19,"Narváez, Carlos",0.0848,1,0,v1.1-s078
2026-08-19,"Donovan, Brendan",0.084,1,0,v1.1-s078
2026-08-19,"Jarvis, Jim",0.084,1,0,v1.1-s078
2026-08-19,"Culpepper, Kaelen",0.0839,1,0,v1.1-s078
2026-08-19,"Caratini, Victor",0.0839,1,0,v1.1-s078
2026-08-19,"Ramírez, José",0.0839,1,0,v1.1-s078
2026-08-19,"Carrigg, Cole",0.0838,1,0,v1.1-s078
2026-08-19,"Loftin, Nick",0.0837,1,0,v1.1-s078
2026-08-19,"Young, Cole",0.0834,1,0,v1.1-s078
2026-08-19,"Mayo, Coby",0.0834,1,0,v1.1-s078
2026-08-19,"Hedges, Austin",0.0815,1,0,v1.1-s078
2026-08-19,"Ortiz, Joey",0.0811,1,1,v1.1-s078
2026-08-19,"Paredes, Isaac",0.0805,1,0,v1.1-s078
2026-08-19,"Torrens, Luis",0.0804,1,0,v1.1-s078
2026-08-19,"Kelly, Carson",0.08,1,0,v1.1-s078
2026-08-19,"Edwards, Xavier",0.0796,1,0,v1.1-s078
2026-08-19,"Meckler, Wade",0.0789,1,0,v1.1-s078
2026-08-19,"Koss, Christian",0.0783,1,0,v1.1-s078
2026-08-19,"Carter, Evan",0.0776,1,0,v1.1-s078
2026-08-19,"Bohm, Alec",0.0775,1,0,v1.1-s078
2026-08-19,"Happ, Ian",0.0774,1,0,v1.1-s078
2026-08-19,"Gonzalez, Jacob",0.0763,1,0,v1.1-s078
2026-08-19,"Stubbs, Garrett",0.0749,1,0,v1.1-s078
2026-08-19,"Wong, Connor",0.0746,1,0,v1.1-s078
2026-08-19,"Cavanaugh, Drew",0.0744,1,0,v1.1-s078
2026-08-19,"Torres, Gleyber",0.0739,1,0,v1.1-s078
2026-08-19,"Young, Jacob",0.0739,1,0,v1.1-s078
2026-08-19,"Altuve, Jose",0.0736,1,0,v1.1-s078
2026-08-19,"Naylor, Josh",0.0728,1,0,v1.1-s078
2026-08-19,"Pasquantino, Vinnie",0.0727,1,1,v1.1-s078
2026-08-19,"Bazzana, Travis",0.072,1,0,v1.1-s078
2026-08-19,"Rogers, Jake",0.0718,1,0,v1.1-s078
2026-08-19,"Guzman, Denzer",0.0714,1,0,v1.1-s078
2026-08-19,"Walton, Donovan",0.0707,1,0,v1.1-s078
2026-08-19,"Keaschall, Luke",0.0705,1,0,v1.1-s078
2026-08-19,"Tolbert, Tyler",0.0703,1,0,v1.1-s078
2026-08-19,"Lee, Brooks",0.0701,1,0,v1.1-s078
2026-08-19,"Wade Jr., LaMonte",0.0699,1,0,v1.1-s078
2026-08-19,"Winn, Masyn",0.0697,1,0,v1.1-s078
2026-08-19,"Ruiz, Keibert",0.0695,1,0,v1.1-s078
2026-08-19,"Perdomo, Geraldo",0.0693,1,0,v1.1-s078
2026-08-19,"Bolte, Henry",0.0677,1,0,v1.1-s078
2026-08-19,"Peters, Tristan",0.0666,1,0,v1.1-s078
2026-08-19,"Bregman, Alex",0.0653,1,0,v1.1-s078
2026-08-19,"Vivas, Jorbit",0.0647,1,0,v1.1-s078
2026-08-19,"Ramírez, Pedro",0.0645,1,0,v1.1-s078
2026-08-19,"Sanoja, Javier",0.0643,1,1,v1.1-s078
2026-08-19,"Heim, Jonah",0.0634,1,0,v1.1-s078
2026-08-19,"Durbin, Caleb",0.0626,1,0,v1.1-s078
2026-08-19,"Ward, Taylor",0.0611,1,0,v1.1-s078
2026-08-19,"Montgomery, Braden",0.0606,1,0,v1.1-s078
2026-08-19,"Schanuel, Nolan",0.0595,1,0,v1.1-s078
2026-08-19,"Clark, Max",0.0595,1,0,v1.1-s078
2026-08-19,"McKinstry, Zach",0.0582,1,0,v1.1-s078
2026-08-19,"Gonzales, Nick",0.0582,1,0,v1.1-s078
2026-08-19,"McNeil, Jeff",0.0574,1,0,v1.1-s078
2026-08-19,"Lee, Jung Hoo",0.0555,1,0,v1.1-s078
2026-08-19,"Triolo, Jared",0.0553,1,0,v1.1-s078
2026-08-19,"Peraza, Oswald",0.0552,1,0,v1.1-s078
2026-08-19,"Díaz, Elias",0.0551,1,0,v1.1-s078
2026-08-19,"Meidroth, Chase",0.0542,1,0,v1.1-s078
2026-08-19,"Isbel, Kyle",0.0502,1,0,v1.1-s078
2026-08-19,"Arraez, Luis",0.0492,1,1,v1.1-s078
2026-08-19,"Rocchio, Brayan",0.0489,1,0,v1.1-s078
2026-08-19,"Crawford, Justin",0.0471,1,0,v1.1-s078
2026-08-19,"Vázquez, Christian",0.0387,1,1,v1.1-s078
2026-08-19,"Hoerner, Nico",0.0358,1,0,v1.1-s078
2026-08-19,"Kwan, Steven",0.032,1,0,v1.1-s078
2026-08-19,"Lopez, Nicky",0.028,1,0,v1.1-s078
2026-08-19,"Nuñez, Nasim",0.0269,1,0,v1.1-s078
2026-08-20,"Burleson, Alec",0.222,1,0,v1.1-s078
2026-08-20,"Murakami, Munetaka",0.2204,1,0,v1.1-s078
2026-08-20,"Alvarez, Yordan",0.2117,1,0,v1.1-s078
2026-08-20,"De La Cruz, Elly",0.1902,1,0,v1.1-s078
2026-08-20,"Vargas, Miguel",0.1894,1,0,v1.1-s078
2026-08-20,"Stewart, Sal",0.1891,1,0,v1.1-s078
2026-08-20,"Acuña Jr., Ronald",0.1848,1,0,v1.1-s078
2026-08-20,"Stephenson, Tyler",0.1817,1,0,v1.1-s078
2026-08-20,"Walker, Jordan",0.179,1,1,v1.1-s078
2026-08-20,"Bleday, JJ",0.1786,1,0,v1.1-s078
2026-08-20,"Olson, Matt",0.1763,1,0,v1.1-s078
2026-08-20,"Rice, Ben",0.1758,1,0,v1.1-s078
2026-08-20,"Trout, Mike",0.1706,1,0,v1.1-s078
2026-08-20,"Ortiz, Abimelec",0.1704,1,0,v1.1-s078
2026-08-20,"Chourio, Jackson",0.1668,1,0,v1.1-s078
2026-08-20,"García Jr., Luis",0.1609,1,1,v1.1-s078
2026-08-20,"Basallo, Samuel",0.1595,1,0,v1.1-s078
2026-08-20,"Baldwin, Drake",0.1585,1,0,v1.1-s078
2026-08-20,"Lile, Daylen",0.1578,1,0,v1.1-s078
2026-08-20,"Riley, Austin",0.1551,1,0,v1.1-s078
2026-08-20,"Alonso, Pete",0.1514,1,0,v1.1-s078
2026-08-20,"Montgomery, Colson",0.1512,1,0,v1.1-s078
2026-08-20,"Benintendi, Andrew",0.1502,1,0,v1.1-s078
2026-08-20,"Smith, Cam",0.1501,1,0,v1.1-s078
2026-08-20,"Bauers, Jake",0.1471,1,0,v1.1-s078
2026-08-20,"Ramos, Heliot",0.1451,1,0,v1.1-s078
2026-08-20,"Grisham, Trent",0.1422,1,0,v1.1-s078
2026-08-20,"Chaparro, Andrés",0.1406,1,0,v1.1-s078
2026-08-20,"Trammell, Taylor",0.1405,1,0,v1.1-s078
2026-08-20,"Hayes, Ke'Bryan",0.1395,1,0,v1.1-s078
2026-08-20,"Rodríguez, Julio",0.1382,1,0,v1.1-s078
2026-08-20,"Devers, Rafael",0.1365,1,0,v1.1-s078
2026-08-20,"Canzone, Dominic",0.1364,1,0,v1.1-s078
2026-08-20,"Witt Jr., Bobby",0.1344,1,1,v1.1-s078
2026-08-20,"McLain, Matt",0.1343,1,1,v1.1-s078
2026-08-20,"Eldridge, Bryce",0.1338,1,0,v1.1-s078
2026-08-20,"Neto, Zach",0.1318,1,1,v1.1-s078
2026-08-20,"Harris II, Michael",0.131,1,0,v1.1-s078
2026-08-20,"Báez, Joshua",0.1298,1,0,v1.1-s078
2026-08-20,"Seager, Corey",0.1298,1,1,v1.1-s078
2026-08-20,"Antonacci, Sam",0.1275,1,0,v1.1-s078
2026-08-20,"Jordan, Blaze",0.1273,1,0,v1.1-s078
2026-08-20,"Toglia, Michael",0.1241,1,0,v1.1-s078
2026-08-20,"Burger, Jake",0.1231,1,0,v1.1-s078
2026-08-20,"Mitchell, Garrett",0.122,1,1,v1.1-s078
2026-08-20,"Rodríguez, Héctor",0.1205,1,0,v1.1-s078
2026-08-20,"Perez, Salvador",0.1191,1,0,v1.1-s078
2026-08-20,"Yelich, Christian",0.1166,1,0,v1.1-s078
2026-08-20,"Basabe, Osleivis",0.1165,1,0,v1.1-s078
2026-08-20,"Henderson, Gunnar",0.1162,1,0,v1.1-s078
2026-08-20,"Church, Nathan",0.1152,1,0,v1.1-s078
2026-08-20,"Thomas, Lane",0.1142,1,0,v1.1-s078
2026-08-20,"Torres, Bryan",0.1141,1,0,v1.1-s078
2026-08-20,"Turang, Brice",0.1127,1,0,v1.1-s078
2026-08-20,"Sánchez, Gary",0.1123,1,0,v1.1-s078
2026-08-20,"Wetherholt, JJ",0.1122,1,0,v1.1-s078
2026-08-20,"Crooks, Jimmy",0.112,1,0,v1.1-s078
2026-08-20,"Encarnacion-Strand, Christian",0.1112,1,0,v1.1-s078
2026-08-20,"Chisholm Jr., Jazz",0.1112,1,0,v1.1-s078
2026-08-20,"Romo, Drew",0.1111,1,0,v1.1-s078
2026-08-20,"Albies, Ozzie",0.1105,1,0,v1.1-s078
2026-08-20,"Nimmo, Brandon",0.1092,1,0,v1.1-s078
2026-08-20,"Cowser, Colton",0.1083,1,0,v1.1-s078
2026-08-20,"Tena, José",0.1078,1,0,v1.1-s078
2026-08-20,"Grissom, Vaughn",0.1071,1,0,v1.1-s078
2026-08-20,"Arozarena, Randy",0.1064,1,0,v1.1-s078
2026-08-20,"Herrera, Iván",0.1057,1,0,v1.1-s078
2026-08-20,"Langford, Wyatt",0.1055,1,0,v1.1-s078
2026-08-20,"Holliday, Jackson",0.1052,1,0,v1.1-s078
2026-08-20,"Lombard Jr., George",0.1052,1,0,v1.1-s078
2026-08-20,"House, Brady",0.1051,1,0,v1.1-s078
2026-08-20,"Murphy, Sean",0.1046,1,0,v1.1-s078
2026-08-20,"Adames, Willy",0.1021,1,1,v1.1-s078
2026-08-20,"Lowe, Josh",0.102,1,0,v1.1-s078
2026-08-20,"Foscue, Justin",0.1016,1,0,v1.1-s078
2026-08-20,"Paredes, Isaac",0.1014,1,0,v1.1-s078
2026-08-20,"Peters, Tristan",0.101,1,0,v1.1-s078
2026-08-20,"Crews, Dylan",0.1008,1,0,v1.1-s078
2026-08-20,"Dubón, Mauricio",0.0999,1,0,v1.1-s078
2026-08-20,"Ballesteros, Moisés",0.0995,1,0,v1.1-s078
2026-08-20,"Genao, Angel",0.0977,1,0,v1.1-s078
2026-08-20,"Ward, Taylor",0.0974,1,0,v1.1-s078
2026-08-20,"Muncy, Max",0.0963,1,0,v1.1-s078
2026-08-20,"Varsho, Daulton",0.0962,1,0,v1.1-s078
2026-08-20,"Lowe, Nathaniel",0.0955,1,0,v1.1-s078
2026-08-20,"Jones, Spencer",0.0938,1,1,v1.1-s078
2026-08-20,"Altuve, Jose",0.0934,1,0,v1.1-s078
2026-08-20,"Gelof, Zack",0.0919,1,0,v1.1-s078
2026-08-20,"Rodden, Brock",0.0916,1,0,v1.1-s078
2026-08-20,"Pereda, Jhonny",0.0912,1,0,v1.1-s078
2026-08-20,"Montgomery, Braden",0.0904,1,0,v1.1-s078
2026-08-20,"Hill, Turner",0.0892,1,0,v1.1-s078
2026-08-20,"Naylor, Josh",0.0884,1,0,v1.1-s078
2026-08-20,"Wade Jr., LaMonte",0.0874,1,0,v1.1-s078
2026-08-20,"Beavers, Dylan",0.0869,1,1,v1.1-s078
2026-08-20,"Gilbert, Drew",0.0866,1,0,v1.1-s078
2026-08-20,"Garcia, Maikel",0.0847,1,0,v1.1-s078
2026-08-20,"Pinckney, Andrew",0.0841,1,0,v1.1-s078
2026-08-20,"Butler, Lawrence",0.0837,1,0,v1.1-s078
2026-08-20,"Martínez, Angel",0.0836,1,0,v1.1-s078
2026-08-20,"Wells, Austin",0.0826,1,0,v1.1-s078
2026-08-20,"Koss, Christian",0.0823,1,0,v1.1-s078
2026-08-20,"Lara, Luis",0.0822,1,0,v1.1-s078
2026-08-20,"Halpin, Petey",0.082,1,0,v1.1-s078
2026-08-20,"Narváez, Carlos",0.0804,1,0,v1.1-s078
2026-08-20,"Ortiz, Joey",0.0788,1,0,v1.1-s078
2026-08-20,"Cortes, Carlos",0.0786,1,0,v1.1-s078
2026-08-20,"Donovan, Brendan",0.0784,1,0,v1.1-s078
2026-08-20,"Massey, Michael",0.0773,1,0,v1.1-s078
2026-08-20,"Pasquantino, Vinnie",0.0757,1,0,v1.1-s078
2026-08-20,"Jansen, Danny",0.0743,1,0,v1.1-s078
2026-08-20,"Cavanaugh, Drew",0.0729,1,0,v1.1-s078
2026-08-20,"Maile, Luke",0.072,1,0,v1.1-s078
2026-08-20,"Taveras, Leody",0.0719,1,0,v1.1-s078
2026-08-20,"Collins, Isaac",0.0715,1,0,v1.1-s078
2026-08-20,"Meidroth, Chase",0.0712,1,0,v1.1-s078
2026-08-20,"Duran, Ezequiel",0.0712,1,0,v1.1-s078
2026-08-20,"Meckler, Wade",0.0708,1,0,v1.1-s078
2026-08-20,"Serven, Brian",0.0704,1,0,v1.1-s078
2026-08-20,"Myers, Dane",0.0693,1,0,v1.1-s078
2026-08-20,"Freeman, Cody",0.0688,1,0,v1.1-s078
2026-08-20,"Ruiz, Keibert",0.0685,1,0,v1.1-s078
2026-08-20,"Young, Cole",0.0683,1,0,v1.1-s078
2026-08-20,"Loftin, Nick",0.0678,1,0,v1.1-s078
2026-08-20,"Bailey, Patrick",0.0672,1,0,v1.1-s078
2026-08-20,"Bazzana, Travis",0.0646,1,0,v1.1-s078
2026-08-20,"Allen, Nick",0.0645,1,0,v1.1-s078
2026-08-20,"Caballero, José",0.0642,1,0,v1.1-s078
2026-08-20,"Lee, Jung Hoo",0.0637,1,0,v1.1-s078
2026-08-20,"Ramírez, José",0.0635,1,0,v1.1-s078
2026-08-20,"Walton, Donovan",0.0607,1,0,v1.1-s078
2026-08-20,"Hamilton, David",0.06,1,0,v1.1-s078
2026-08-20,"Tolbert, Tyler",0.0589,1,0,v1.1-s078
2026-08-20,"Carter, Evan",0.0588,1,0,v1.1-s078
2026-08-20,"Vázquez, Christian",0.0587,1,0,v1.1-s078
2026-08-20,"Bolte, Henry",0.0573,1,0,v1.1-s078
2026-08-20,"Frazier, Adam",0.0533,1,0,v1.1-s078
2026-08-20,"Schanuel, Nolan",0.0531,1,0,v1.1-s078
2026-08-20,"McNeil, Jeff",0.0506,1,0,v1.1-s078
2026-08-20,"Heineman, Tyler",0.0488,1,0,v1.1-s078
2026-08-20,"Hernaiz, Darell",0.0468,1,0,v1.1-s078
2026-08-20,"Rocchio, Brayan",0.037,1,0,v1.1-s078
2026-08-20,"Nuñez, Nasim",0.0275,1,0,v1.1-s078
2026-08-20,"Kwan, Steven",0.0248,1,0,v1.1-s078
2026-08-21,"Buxton, Byron",0.2138,1,0,v1.1-s078
2026-08-21,"Caglianone, Jac",0.1962,1,0,v1.1-s078
2026-08-21,"Vargas, Miguel",0.1939,1,1,v1.1-s078
2026-08-21,"Alvarez, Yordan",0.1912,1,0,v1.1-s078
2026-08-21,"Walker, Jordan",0.1774,1,1,v1.1-s078
2026-08-21,"Jeffers, Ryan",0.1758,1,0,v1.1-s078
2026-08-21,"Schwarber, Kyle",0.1742,1,0,v1.1-s078
2026-08-21,"Caminero, Junior",0.1701,1,0,v1.1-s078
2026-08-21,"De La Cruz, Elly",0.17,1,0,v1.1-s078
2026-08-21,"Valencia, Eduardo",0.1693,1,0,v1.1-s078
2026-08-21,"Stewart, Sal",0.1675,1,0,v1.1-s078
2026-08-21,"Basallo, Samuel",0.167,1,0,v1.1-s078
2026-08-21,"Harper, Bryce",0.1629,1,0,v1.1-s078
2026-08-21,"Grichuk, Randal",0.1612,1,1,v1.1-s078
2026-08-21,"Murakami, Munetaka",0.1605,1,0,v1.1-s078
2026-08-21,"Sánchez, Jesús",0.1577,1,0,v1.1-s078
2026-08-21,"Crow-Armstrong, Pete",0.1576,1,1,v1.1-s078
2026-08-21,"Lowe, Nathaniel",0.1573,1,0,v1.1-s078
2026-08-21,"Genao, Angel",0.1571,1,0,v1.1-s078
2026-08-21,"Olson, Matt",0.1571,1,0,v1.1-s078
2026-08-21,"Baldwin, Drake",0.1547,1,0,v1.1-s078
2026-08-21,"Clemens, Kody",0.154,1,0,v1.1-s078
2026-08-21,"Conine, Griffin",0.1537,1,0,v1.1-s078
2026-08-21,"Adell, Jo",0.1499,1,0,v1.1-s078
2026-08-21,"Tatis Jr., Fernando",0.1488,1,0,v1.1-s078
2026-08-21,"Trout, Mike",0.1487,1,0,v1.1-s078
2026-08-21,"Ramos, Heliot",0.148,1,0,v1.1-s078
2026-08-21,"Rice, Ben",0.1476,1,0,v1.1-s078
2026-08-21,"Bell, Josh",0.1459,1,0,v1.1-s078
2026-08-21,"DeLauter, Chase",0.1429,1,0,v1.1-s078
2026-08-21,"Alvarez, Francisco",0.1429,1,0,v1.1-s078
2026-08-21,"Rodríguez, Julio",0.1426,1,0,v1.1-s078
2026-08-21,"Alonso, Pete",0.142,1,1,v1.1-s078
2026-08-21,"Witt Jr., Bobby",0.142,1,0,v1.1-s078
2026-08-21,"Lewis, Royce",0.1418,1,0,v1.1-s078
2026-08-21,"Seager, Corey",0.1405,1,0,v1.1-s078
2026-08-21,"Chourio, Jackson",0.1404,1,0,v1.1-s078
2026-08-21,"Caissie, Owen",0.1394,1,0,v1.1-s078
2026-08-21,"Goldschmidt, Paul",0.1384,1,0,v1.1-s078
2026-08-21,"Siri, Jose",0.1382,1,0,v1.1-s078
2026-08-21,"Lindor, Francisco",0.1381,1,0,v1.1-s078
2026-08-21,"Acuña Jr., Ronald",0.1381,1,0,v1.1-s078
2026-08-21,"Halpin, Petey",0.1379,1,1,v1.1-s078
2026-08-21,"Abreu, Wilyer",0.1379,1,0,v1.1-s078
2026-08-21,"Chaparro, Andrés",0.1377,1,0,v1.1-s078
2026-08-21,"Harris II, Michael",0.1362,1,0,v1.1-s078
2026-08-21,"Neto, Zach",0.1361,1,0,v1.1-s078
2026-08-21,"Dingler, Dillon",0.135,1,0,v1.1-s078
2026-08-21,"Bauers, Jake",0.1345,1,0,v1.1-s078
2026-08-21,"Ortiz, Abimelec",0.1341,1,0,v1.1-s078
2026-08-21,"Jensen, Carter",0.1341,1,1,v1.1-s078
2026-08-21,"Lile, Daylen",0.1333,1,0,v1.1-s078
2026-08-21,"Báez, Joshua",0.1333,1,1,v1.1-s078
2026-08-21,"Torkelson, Spencer",0.1326,1,0,v1.1-s078
2026-08-21,"Rosario, Amed",0.1316,1,0,v1.1-s078
2026-08-21,"Lee, Hao-Yu",0.1306,1,0,v1.1-s078
2026-08-21,"Moniak, Mickey",0.1305,1,0,v1.1-s078
2026-08-21,"Karros, Kyle",0.1298,1,0,v1.1-s078
2026-08-21,"Young, Jared",0.1293,1,0,v1.1-s078
2026-08-21,"Jordan, Blaze",0.1289,1,0,v1.1-s078
2026-08-21,"Torres, Gleyber",0.1264,1,0,v1.1-s078
2026-08-21,"Henderson, Gunnar",0.1253,1,0,v1.1-s078
2026-08-21,"Burger, Jake",0.1243,1,0,v1.1-s078
2026-08-21,"Suzuki, Seiya",0.1241,1,0,v1.1-s078
2026-08-21,"Perez, Salvador",0.1239,1,0,v1.1-s078
2026-08-21,"Foscue, Justin",0.1229,1,0,v1.1-s078
2026-08-21,"Montgomery, Colson",0.1218,1,1,v1.1-s078
2026-08-21,"Smith, Cam",0.121,1,0,v1.1-s078
2026-08-21,"McLain, Matt",0.1208,1,0,v1.1-s078
